domain,code,title,description,skill,score
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Assist skilled construction or extraction personnel.,1
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Train construction or extraction personnel.,1
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Direct construction or extraction personnel.,1
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Grind parts to required dimensions.,1
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Build construction forms or molds.,1
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Select construction materials.,1
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Drill holes in construction materials.,1
STEM,MAT 601,advanced calculus i,the course presents the logical structure on which the foundations of the calculus have been based construction of the real number system mathematical induction limits and continuity in precise formulation functions of several variables point sets in higher dimensions uniform continuity and elements of partial differentiation,Create construction or installation diagrams.,1
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Design websites or web applications.,5
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Design software applications.,4
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Design healthcare-related software applications.,2
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Design templates or patterns.,3
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Design layouts for print publications.,2
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Collaborate with others to determine design specifications or details.,4
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Design water conservation systems.,1
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Confer with other personnel to resolve design or operational problems.,4
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Implement design or process improvements.,4
Linguistics and Art,MMP 240,web design,this course will introduce students to the process and techniques of web design effective website design and site architecture will be explored through class assignments and critique of existing websites hands on experience designing web pages while using web authoring software and coding html manually will be emphasized graphic audio and animation applications which allow for image and sound development will be introduced,Direct design or development activities.,4
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Build production molds.,2
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Collaborate with others to determine production details.,3
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Determine food production methods.,1
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Label production materials.,2
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Plan production or operational procedures or sequences.,2
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Adjust fabrics or other materials during garment production.,1
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Discuss production content and progress with others.,3
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Prepare production storyboards.,3
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Maintain logs of production activities.,1
Linguistics and Art,MMP 300,topics in media arts and technology,me a 300 will focus on a specific theme concept technology or methodology to be announced in advance topics for the following semester will be made available by the media arts and technology department during registration each section of the course will cover in depth a single special topic related to media arts and technology such as one of the following user experience design physical computing 3 d and laser printing game design documentary film production experimental film journalism media production project management interactive media augmented reality virtual reality television news production,Supervise production or support personnel.,2
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Design software applications.,4
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Troubleshoot issues with computer applications or systems.,3
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Design healthcare-related software applications.,2
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Review license or permit applications.,2
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Develop computer or online applications.,4
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Design websites or web applications.,5
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Implement design or process improvements.,4
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Design materials for industrial or commercial applications.,5
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Prepare forms or applications.,4
Linguistics and Art,MMP 420,distributed multimedia applications,this course will introduce the concept of designing and constructing a distributed multimedia presentation it will cover issues of synchronization between applications partitioning of relevant applications and interaction management for multimedia applications distributed over a network the students will be expected to design and implement a simple distributed multimedia application,Submit financial applications.,2
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Study details of musical compositions.,5
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Adjust tuning or functioning of musical instruments.,2
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,"Create musical compositions, arrangements or scores.",3
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Coordinate musical rehearsals or performances.,2
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Monitor performance of organizational members or partners.,2
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Assess database performance.,1
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,"Discuss performance, complaints, or violations with supervisors.",2
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Perform music for the public.,2
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Build agricultural structures.,1
Linguistics and Art,MUS 102,principles of music,principles of music is an introductory course in which musical elements structures and styles are studied development of analytic abilities will be emphasized through consideration of major musical works by diverse composers from different eras of the western classical tradition a wide variety of types and forms of music literature will be studied including symphony concerto song opera etc students will attend a live musical performance credit will be granted for mus 102 or mus 103 but not both,Assemble metal structures.,1
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Perform music for the public.,3
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Coordinate musical rehearsals or performances.,3
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Direct productions or performances.,2
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Study details of musical compositions.,4
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Entertain public with comedic or dramatic performances.,2
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Adjust tuning or functioning of musical instruments.,2
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,"Create musical compositions, arrangements or scores.",3
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,"Interview clients to gather information about their backgrounds, needs, or progress.",1
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Prepare investigation or incident reports.,1
Linguistics and Art,MUS 108,introduction to african-american music,this course covers the history of black music in the united states from slavery to present including a thorough investigation of african backgrounds of the music of slavery the blues jazz gospel rhythm and blues as well as black music in western art forms extensive listening and attendance at live musical performances are required,Use databases to locate investigation details or other information.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Prepare production storyboards.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Build production molds.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Collaborate with others to determine production details.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Clean materials to prepare them for production.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Prepare fabrics or materials for processing or production.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Monitor instruments to ensure proper production conditions.,2
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,"Melt metal, plastic, or other materials to prepare for production.",1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Determine food production methods.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Label production materials.,1
Linguistics and Art,MUS 160,voice class i,this course introduces voice students to the basic principles of voice production and prepares prospective teachers for proper handling of young voices the fundamentals of correct voice production are studied including breathing breath control and elementary study of vowel sounds and consonants elementary songs poise posture and stage presence are presented from the point of view of the students own voice to prepare him her to teach voice classes,Plan production or operational procedures or sequences.,2
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Train others on performance techniques.,4
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Monitor student performance.,4
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,"Plan layout of construction, installation, or repairs.",1
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Assist skilled construction or extraction personnel.,3
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Train construction or extraction personnel.,2
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Direct construction or extraction personnel.,2
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Monitor performance of organizational members or partners.,3
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Assess database performance.,2
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,"Discuss performance, complaints, or violations with supervisors.",1
Linguistics and Art,MUS 304,jazz performance workshop iv,this course is designed to familiarize the student through performance with small group and big band jazz techniques these include improvisational concepts chord progressions interpretation conception phrasing harmonic awareness dynamic sensitivity rhythmic and melodic development and phrase construction,Resolve operational performance problems.,2
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,"Train workers in farming, forestry, or hunting techniques.",1
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,Determine forestry techniques or methods.,1
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,Train others on performance techniques.,4
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,Advise others on analytical techniques.,1
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,"Train patients, family members, or caregivers in techniques for managing disabilities or illnesses.",1
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,Teach exercise or fitness techniques.,1
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,Advise patients on preventive care techniques.,1
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,Demonstrate activity techniques or equipment use.,4
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,Treat patients using physical therapy techniques.,1
Linguistics and Art,MUS 351,arranging i,beginning with fundamentals and continuing through large ensemble arranging the course includes composing for various ensemble combinations contemporary techniques such as those of stockhausen ornette coleman penderecki per sich etti etc are explored,"Analyze jobs using observation, survey, or interview techniques.",1
Applied Sciences,NUR 415,professional issues in contemporary nursing practice,with an emphasis on the process of transitioning from student nurse to registered professional nurse professional issues in contemporary nursing practice surveys the issues challenges and current trends faced by the new associate degree nurse as an individual practitioner and as a member of the nursing profession this course encourages students to think critically about the nursing profession and career opportunities historical and theoretical nursing frameworks the legal and ethical aspects of nursing cultural and social issues standards of nursing practice delegation and supervision communication and inter professional collaboration technology in the clinical setting evidence based practice and quality improvement,Investigate legal issues.,1
Applied Sciences,NUR 415,professional issues in contemporary nursing practice,with an emphasis on the process of transitioning from student nurse to registered professional nurse professional issues in contemporary nursing practice surveys the issues challenges and current trends faced by the new associate degree nurse as an individual practitioner and as a member of the nursing profession this course encourages students to think critically about the nursing profession and career opportunities historical and theoretical nursing frameworks the legal and ethical aspects of nursing cultural and social issues standards of nursing practice delegation and supervision communication and inter professional collaboration technology in the clinical setting evidence based practice and quality improvement,Conduct hearings to investigate legal issues.,1
